"PROVINCIA";"TIPOLOXÍA";"NOME";"ENDEREZO";"LOCALIDADE";"CONCELLO";"CÓDIGO POSTAL";"TELÉFONO";"FAX";"COORDENADAS";"PORTAL WEB";"ENDEREZO WEB 2";"CORREO ELECTRÓNICO";"NIDEN";"ACCESO AO CATÁLOGO";"INFORMACIÓN ADICIONAL";"TITULARIDADE";"INSTITUCIÓN TTULAR";"ORGANISMO XESTOR";"ACCESO";"ESTADO";"SITUACIÓN ADMINISTRATIVA NA RBG"
"Lugo";"Biblioteca Pública";"Biblioteca Pública Municipal de Sarria Camilo Gonsar";"Marqués de Ugena, s/n";"Sarria";"Sarria";"27600";"982530723";"982530916(Concello)";"42.7786,-7.4145";"";"";"biblioteca@sarria.es/sarria.rbgalicia@eidolocal.es";"2700545-59";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de Sarria";"Concello de Sarria";"Público";"Aberta";"Rexistrada e integrada"
"Lugo";"Biblioteca Pública";"Biblioteca Pública Municipal do Saviñao";"Dr. Portela, s/n";"Escairón";"Saviñao, O";"27540";"982452324";"";"42.58546,-7.640111";"https://bpmsavinao.wordpress.com/";"";"osavinao.rbgalicia@eidolocal.es/bpmsavinao@gmail.com";"2700558-51";"https://catalogo-rbgalicia.xunta.gal/";"";"Pública";"Concello do Saviñao";"Concello do Saviñao";"Público";"Aberta";"Rexistrada e integrada"
"Lugo";"Biblioteca Pública";"Biblioteca Pública Municipal de Sober";"Centro Socio Cultural, s/n";"Sober";"Sober";"27460";"982460513/982460414/982460001";"982460002";"42.4611,-7.58634";"http://bibliotecapublicasober.blogspot.com.es/";"";"bibliotecasober@gmail.com/sober.rbgalicia@eidolocal.es/biblioteca@concellodesober.com";"2700720-164";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de Sober";"Concello de Sober";"Público";"Aberta";"Rexistrada e integrada"
"Lugo";"Biblioteca Pública";"Biblioteca Pública Municipal de Taboada";"Centro Socio Cultural. Avenida de Lugo, 57";"Taboada";"Taboada";"27550";"982465147/982465301";"982465089";"42.7197,-7.76299";"";"";"s.fontao@concellotaboada.es";"2700577-2005";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de Taboada";"Concello de Taboada";"Público";"Aberta";"Rexistrada e integrada"
"Lugo";"Biblioteca Pública";"Biblioteca Pública Municipal do Valadouro";"Rúa Diputación, 6";"Ferreira";"Valadouro, O";"27770";"982571516";"982574386";"43.552063,-7.443624";"";"";"cultura@valadouro.org/valadouro.rbgalicia@eidolocal.es";"2700675-53";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello do Valadouro";"Concello do Valadouro";"Público";"Aberta";"Rexistrada e integrada"
"Lugo";"Biblioteca Pública";"Biblioteca Pública Municipal do Vicedo";"Rúa Cidade de Mondoñedo, 23";"Vicedo, O";"Vicedo, O";"27860";"982590195";"982590001";"43.7335043,-7.6718963";"";"";"omix@concellodovicedo.org/ovicedo.rbgalicia@eidolocal.es";"2700932-54";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de O Vicedo";"Concello de O Vicedo";"Público";"Aberta";"Rexistrada e integrada"
"Lugo";"Biblioteca Pública";"Biblioteca Pública Municipal de Vilalba";"Cidade Cultural Fraga Iribarne, 2";"Vilalba";"Vilalba";"27800";"982512232";"";"43.2954,-7.68441";"";"";"biblioteca@vilalba.org/vilalba.rbgalicia@eidolocal.es";"2700583-146";"https://catalogo-rbgalicia.xunta.gal/";"";"Pública";"Concello de Vilalba";"Concello de Vilalba";"Público";"Aberta";"Rexistrada e integrada"
"Lugo";"Biblioteca Pública";"Biblioteca Pública Municipal de Viveiro";"Doutor Fausto Caldo, 1";"Viveiro";"Viveiro";"27850";"982570606";"";"43.6584,-7.598948";"";"";"biblioteca.viveiro@viveiro.es/viveiro.rbgalicia@eidolocal.es";"2700596-2041";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de Viveiro";"Concello de Viveiro";"Público";"Aberta";"Rexistrada e integrada"
"Lugo";"Biblioteca Pública";"Biblioteca Pública Municipal de Xermade";"Avenida de Vilalba, s/n";"Xermade";"Xermade";"27833";"982501055";"";"43.355531,-7.813103";"";"";"xermade.rbgalicia@eidolocal.es";"2700736-56";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de Xermade";"Concello de Xermade";"Público";"Aberta";"Rexistrada e integrada"
"Lugo";"Biblioteca Pública";"Biblioteca Pública Municipal de Xove";"Camiño Real, s/n";"Xove";"Xove";"27870";"982592001";"982592154";"43.6851543,-7.507862";"";"";"xove.rbgalicia@eidolocal.es";"2700123-57";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de Xove";"Concello de Xove";"Público";"Aberta";"Rexistrada e integrada"
"Ourense";"Biblioteca Pública";"Biblioteca Pública Municipal de Allariz";"Rúa Castelo, s/n. Casa da Cultura";"Allariz";"Allariz";"32660";"988440859";"988440859";"42.1904,-7.80037";"";"";"cultura@allariz.com/allariz.rbgalicia@eidolocal.es";"3200010-1932";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de Allariz";"Concello de Allariz";"Público";"Aberta";"Rexistrada e integrada"
"Ourense";"Biblioteca Pública";"Biblioteca Pública Municipal da Arnoia";"Outeiro  Cruz, 12";"Arnoia, A";"Arnoia, A";"32417";"988486900";"988486901";"42.2541875,-8.136334";"www.arnoia.es";"";"info@arnoia.es/arnoia.rbgalicia@eidolocal.es";"3200451-2160";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello da Arnoia";"Concello da Arnoia";"Público";"Aberta";"Rexistrada e integrada"
"Ourense";"Biblioteca Pública";"Biblioteca Pública Municipal de Avión";"Praza do Concello, 1";"Avión";"Avión";"32520";"988486288";"988490705";"42.4077308,-8.280143";"";"";"info@concelloavion.org";"3200464-258";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de Avión";"Concello de Avión";"Público";"Aberta";"Rexistrada e integrada"
"Ourense";"Biblioteca Pública";"Axencia de Lectura Municipal de Baltar";"Avenida Sarxento Seoane, 3";"Baltar";"Baltar";"32632";"988466503";"988449781";"41.9553699,-7.714192";"";"";"baltar.rbgalicia@eidolocal.es";"NN4576-8043";"";"";"Pública";"Concello de Baltar";"Concello de Baltar";"Público";"Aberta";"Rexistrada e integrada"
"Ourense";"Biblioteca Pública";"Biblioteca Pública Municipal de Bande";"Praza da Constitución, 1";"Bande";"Bande";"32840";"988443020";"988443430";"42.0313812,-7.974622";"";"";"bande.rbgalicia@eidolocal.es";"3200031-209";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de Bande";"Concello de Bande";"Público";"Aberta";"Rexistrada e integrada"
"Ourense";"Biblioteca Pública";"Biblioteca Pública Municipal de Barbadás";"Casa da Cultura. Rúa San Bernabé, 37 ";"Valenzá, A";"Barbadás";"32002";"988246885";"988246885";"42.318739,-7.881722";"";"";"barbadas.rbgalicia@eidolocal.es/casacultura@barbadas.es";"3200852-278";"https://catalogo-rbgalicia.xunta.gal/";"";"Pública";"Concelo de Barbadás";"Concelo de Barbadás";"Público";"Aberta";"Rexistrada e integrada"
"Ourense";"Biblioteca Pública";"Biblioteca Municipal Florencio Delgado Gurriarán";"Rúa Academia Dequidt, 6";"Barco de Valdeorras, O";"Barco de Valdeorras, O";"32300";"988684157";"";"42.41637,-6.984411";"";"";"obarco.rbgalicia@eidolocal.es/bibliotecaflorencio@concellodobarco.org";"3200059-66";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello do Barco de Valdeorras";"Concello do Barco de Valdeorras";"Público";"Aberta";"Rexistrada e integrada"
"Ourense";"Biblioteca Pública";"Biblioteca Pública Municipal de Beariz";"Avenida Daniel Vázquez-Gulías, 40";"Beariz";"Beariz";"32525";"988284564";"988284320";"42.467797,-8.273106";"";"";"beariz.rbgalicia@eidolocal.es/beariz@rbgalicia.org";"3200865-351";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de Beariz";"Concello de Beariz";"Público";"Aberta";"Rexistrada e integrada"
"Ourense";"Biblioteca Pública";"Biblioteca Pública Municipal dos Blancos";"Rúa José Luis Baltar, 19";"Blancos, Os";"Blancos, Os";"32634";"988467567";"988467688";"41.9962,-7.75351";"";"";"osblancos.rbgalicia@eidolocal.es/concello.osblancos@gmail.com";"3200502-67";"";"";"Pública";"Concello dos Blancos";"Concello dos Blancos";"Público";"Aberta";"Rexistrada"
"Ourense";"Biblioteca Pública";"Biblioteca Pública Municipal da Bola";"Campo de Veiga, 4";"Bola, A";"Bola, A";"32812";"988553023";"988451100";"42.1377206,-7.931295";"";"";"concello@concelloabola.gal/abola.rbgalicia@eidolocal.es";"3200871-268";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de A Bola";"Concello de A Bola";"Público";"Aberta";"Rexistrada e integrada"
"Ourense";"Biblioteca Pública";"Biblioteca Pública Municipal do Carballiño";"Praza Antón Losada,  1 -   2º e 3º andar";"Carballiño, O";"Carballiño, O";"32500";"988270384";"988530008";"42.4267,-8.08178";"";"";"biblioteca@carballino.gal";"3200062-68";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello do Carballiño";"Concello do Carballiño";"Público";"Aberta";"Rexistrada e integrada"
"Ourense";"Biblioteca Pública";"Biblioteca Pública Municipal de Cartelle";"Rúa O Toxal ";"Outomuro (O Mundil)";"Cartelle";"32824";"988491120";"";"42.2251,-8.01919";"";"";"cartelle.rbgalicia@eidolocal.es";"3200741-1959";"";"";"Pública";"Concello de Cartelle";"Concello de Cartelle";"Público";"Aberta";"Rexistrada e integrada"
"Ourense";"Axencia de Lectura";"Biblioteca Asociación Seara Rural";"Praza A Pedreira";"Seara, A";"Cartelle";"32821";"988297995";"";"";"";"";"";"3200741-2030";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de Cartelle";"Asociación Seara Rural";"Público";"Aberta";""
"Ourense";"Axencia de Lectura";"Axencia de Lectura Municipal de Castrelo de Miño";"Paradela, 7";"Paradela (Barral)";"Castrelo de Miño";"32430";"988493225";"988493100";"42.2932555,-8.0982014";"";"";"bibliotecacastrelo@gmail.com";"NN9762-12568";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de Castrelo de Miño";"Concello de Castrelo de Miño";"Público";"Aberta";"Rexistrada"
"Ourense";"Biblioteca Pública";"Biblioteca Pública Municipal de Castro Caldelas";"Rúa Grande, s/n";"Castro Caldelas";"Castro Caldelas";"32760";"988203358";"";"42.3755,-7.41603";"";"";"castrocaldelas.rbgalicia@eidolocal.es/info@castrocaldelas.es";"3200078-211";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de Castro Caldelas";"Concello de Castro Caldelas";"Público";"Pechada temporalmente";"Rexistrada e integrada"
"Ourense";"Biblioteca Pública";"Biblioteca Pública Municipal de Celanova";"Auditorio Municipal Ilduara. Rúa do Cercado, s/n";"Celanova";"Celanova";"32800";"988431930";"988451623(Concello)";"42.1488181,-7.9554659";"";"";"biblioteca@celanova.gal/celanova.rbgalicia@eidolocal.es";"3200084-169";"https://catalogo-rbgalicia.xunta.gal/";"";"Pública";"Concello de Celanova";"Concello de Celanova";"Público";"Aberta";"Rexistrada e integrada"
"Ourense";"Biblioteca Pública";"Biblioteca Pública Municipal de Cortegada";"Rúa Otero Novás, s/n";"Cortegada";"Cortegada";"32200";"988483001";"988483217";"42.2077104,-8.169045";"";"";"cortegada.rbgalicia@eidolocal.es";"3200097-1971";"";"";"Pública";"Concello de Cortegada";"Concello de Cortegada";"Público";"Aberta";"Rexistrada"
"Ourense";"Biblioteca Pública";"Biblioteca Pública Municipal de Entrimo";"Avenida Sta. María la Real";"Terrachá (Entrimo)";"Entrimo";"32860";"988434951";"";"41.9333223,-8.1179463";"";"";"concello.entrimo@eidolocal.es";"3200101-214";"";"";"Pública";"Concello de Entrimo";"Concello de Entrimo";"Público";"Aberta";"Rexistrada e integrada"
"Ourense";"Biblioteca Pública";"Biblioteca Pública Municipal de Esgos";"Praza Souteira, s/n";"Esgos";"Esgos";"32720";"988290000/988290040";"988290006";"42.325,-7.69702";"";"";"esgos@concelloesgos.com/esgos.rbgalicia@eidolocal.es";"3200715-259";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de Esgos";"Concello de Esgos";"Público";"Aberta";"Rexistrada e integrada"
"Ourense";"Biblioteca Pública";"Biblioteca Pública Municipal de A Gudiña";"Avenida Beato Sebastian Aparicio, s/n";"Gudiña, A";"Gudiña, A";"32540";"988594006/988683829";"988421081";"42.06215,-7.138023";"";"";"macama59@gmail.com/agudina.rbgalicia@eidolocal.es";"3200754-117";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello da Gudiña";"Concello da Gudiña";"Público";"Aberta";"Rexistrada e integrada"
"Ourense";"Biblioteca Pública";"Biblioteca Pública Municipal do Irixo";"Lagoa, 5";"Irixo, O";"Irixo, O";"32530";"988287583";"";"42.5235,-8.10721";"";"";"concelloirixo@yahoo.es";"3200123-69";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello do Irixo";"Concello do Irixo";"Público";"Aberta";"Rexistrada e integrada"
"Ourense";"Biblioteca Pública";"Biblioteca Pública Municipal de Leiro";"Rei de Viana, 19";"Leiro";"Leiro";"32420";"988488373";"988488463";"42.369506,-8.1272005";"";"";"leiro.rbgalicia@eidolocal.es/isabelnogueirasp@gmail.com";"3200144-287";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de Leiro";"Concello de Leiro";"Público";"Aberta";"Rexistrada e integrada"
"Ourense";"Biblioteca Pública";"Biblioteca Pública Municipal de Lobios";"Estrada de Portugal, 25";"Lobios";"Lobios";"32870";"988448060";"988448060";"41.9045,-8.09734";"";"";"biblioteca@lobios.org";"3200157-2172";"";"";"Pública";"Concello de Lobios";"Concello de Lobios";"Público";"Aberta";"Rexistrada e integrada"
"Ourense";"Biblioteca Pública";"Biblioteca Pública Municipal de Maceda";"Rúa Vicente Del Bosque Nª 14";"Maceda";"Maceda";"32700";"988463374/988463001/637979308";"988463163";"42.269975,-7.652780";"";"";"bibliomaceda@hotmail.com/maceda.rbgalicia@eidolocal.es";"3200160-165";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de Maceda";"Concello de Maceda";"Público";"Aberta";"Rexistrada e integrada"
"Ourense";"Axencia de Lectura";"Axencia de Lectura Municipal da Mezquita";"Rúa do Castro, s/n";"Mezquita, A";"Mezquita, A";"32549";"988425541";"988425630";"42.0128230,-7.0455207";"";"";"concello@amezquita.gal/concello.de.amezquita@eidolocal.es";"3200813-215";"";"";"Pública";"Concello de A Mezquita";"Concello de A Mezquita";"Público";"Aberta";"Rexistrada e integrada"
"Ourense";"Axencia de Lectura";"Axencia de Lectura Municipal de Monterrei";"Rúa Progreso, 112";"Albarellos";"Monterrei";"32618";"988418789/988418002";"988425700";"41.9178,-7.58557";"";"";"concello@monterrei.es/monterrei.rbgalicia@eidolocal.es";"3200600-216";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de Monterrei";"Concello de Monterrei";"Público";"Aberta";"Rexistrada e integrada"
"Ourense";"Biblioteca Pública";"Biblioteca Pública Municipal de Muíños";"Praza San Rosendo, 1";"Mugueimes";"Muíños";"32880";"988456403";"988456480";"41.9577,-7.9721";"";"";"biblioteca@concellomuinos.com/concello.muinos@eidolocal.es";"3200176-288";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de Muiños";"Concello de Muiños";"Público";"Aberta";"Rexistrada e integrada"
"Ourense";"Axencia de Lectura";"Axencia de Lectura Fundación Ferama";"Estrada do Pereiro, 33 - B Baixo (Urb. Monteblanco)";"Luintra";"Nogueira de Ramuín";"32160";"988201106/638959688";"988201106";"42.4187796,-7.7481073";"";"";"info@fundacionferama.org";"NN9418-12367";"https://catalogo-rbgalicia.xunta.gal/";"";"Privada";"Fundación Ferama";"Fundación Ferama";"Público";"Aberta";"Rexistrada e integrada"
"Ourense";"Biblioteca Pública xestionada pola Consellería de Cultura e Turismo";"Biblioteca Pública de Ourense";"Rúa Canle, 6";"Ourense";"Ourense";"32004";"988788386";"988788396";"42.3370367,-7.8599504";"https://bibliotecas.xunta.gal/ourense/gl";"";"biblio.publica.ourense@xunta.gal/bpou.direccion@xunta.gal";"3200293-2031";"https://catalogo-rbgalicia.xunta.gal/";"";"Pública";"Ministerio de Educación, Cultura y Deporte";"Consellería de Cultura e Turismo";"Público";"Aberta";"Rexistrada e integrada"
"Ourense";"Biblioteca Pública";"Biblioteca Pública Municipal da Carballeira";"Praza  do Sagrado Corazón s/n";"Ourense";"Ourense";"32002";"988253893";"";"42.3297,-7.86982";"http://www.educacionourense.com/Educacion/actividades/124/BIBLIOTECA_A_CARBALLEIRA";"";"bibliotecacarballeira@ourense.es/carballeira.ourense.rbgalicia@eidolocal.es";"3200596-81";"https://catalogo-rbgalicia.xunta.gal/";"";"Pública";"Concello de Ourense";"Concello de Ourense";"Público";"Aberta";"Rexistrada e integrada"
"Ourense";"Biblioteca Pública";"Biblioteca Pública Municipal da Ponte";"Plaza Mestre Luis Fernández, s/n";"Ourense";"Ourense";"32001";"988605751";"";"42.35241,-7.8772500";"http://www.opacmeiga.rbgalicia.org";"";"bibliotecaponte@ourense.es";"3200596-83";"https://catalogo-rbgalicia.xunta.gal/";"";"Pública";"Concello de Ourense";"Concello de Ourense";"Público";"Aberta";"Rexistrada e integrada"
"Ourense";"Biblioteca Pública";"Biblioteca Publica Municipal San Francisco";"Explanada da Estación de San Francisco";"Ourense";"Ourense";"32005";"988230124";"";"42.333427,-7.861136";"http://www.educacionourense.com/Educacion/actividades/125/BIBLIOTECA_SAN_FRANCISCO";"";"bibliotecasanfrancisco@ourense.es/sanfrancisco.ourense.rbgalicia@eidolocal.es";"3200596-82";"https://catalogo-rbgalicia.xunta.gal/";"";"Pública";"Concello de Ourense";"Concello de Ourense";"Público";"Aberta";"Rexistrada e integrada"
"Ourense";"Axencia de Lectura";"Axencia de Lectura Municipal de Parada de Sil";"Campo da Feira,  1";"Parada de Sil";"Parada de Sil";"32740";"988208010";"988208010";"42.3833154,-7.5714758";"";"";"bibliotecaparadadesil@gmail.com";"3200767-2155";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de Parada de Sil";"Concello de Parada de Sil";"Público";"Aberta";"Rexistrada e integrada"
"Ourense";"Biblioteca Pública";"Biblioteca Pública Municipal do Pereiro Aguiar";"Praza do Concello, s/n";"Pereiro de Aguiar, O";"Pereiro de Aguiar, O";"32710";"988259839";"988259395";"42.346587,-7.801108";"";"";"cultura@concellopereiro.com/pereirodeaguiar.rbgalicia@eidolocal.es";"3200720-289";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello do Pereiro de Aguiar";"Concello do Pereiro de Aguiar";"Público";"Aberta";"Rexistrada e integrada"
"Ourense";"Biblioteca Pública";"Biblioteca Pública Municipal da Pobra de Trives";"Eumenio Ancochea, 15";"Pobra de Trives, A";"Pobra de Trives, A";"32780";"988330967";"988331010";"42.3408845,-7.251252";"";"";"turismo@concellodapobradetrives.com/cihsantaleonor@hotmail.com";"3200335-218";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello da Pobra de Trives";"Concello da Pobra de Trives";"Público";"Aberta";"Rexistrada e integrada"
"Ourense";"Axencia de Lectura";"Axencia de Lectura Municipal de Rairiz de Veiga";"Praza do Concello, 1";"Rairiz de Veiga";"Rairiz de Veiga";"32652";"988465552/666641185";"988465555";"42.0814689,-7.8315076";"";"";"chevafe@yahoo.es/rairizdeveiga.rbgalicia@eidolocal.es";"3200583-365";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de Rairiz de Veiga";"Concello de Rairiz de Veiga";"Público";"Aberta";"Rexistrada e integrada"
"Ourense";"Biblioteca Pública";"Biblioteca Pública Municipal de Ribadavia";"Avenida de Redondela, 1";"Ribadavia";"Ribadavia";"32400";"988471900";"988477101";"42.2861,-8.14492";"";"https://www.facebook.com/bibliotecaribadavia.ribadavia";"ribadavia.rbgalicia@eidolocal.es";"3200340-157";"https://catalogo-rbgalicia.xunta.gal/";"";"Pública";"Concello de Ribadavia";"Concello de Ribadavia";"Público";"Aberta";"Rexistrada e integrada"
"Ourense";"Axencia de Lectura";"Axencia de Lectura Municipal de Riós";"Estrada Ventas. Vilardevós, 65";"Riós";"Riós";"32611";"988594487/988425032";"988594485";"41.974846,-7.284386";"";"";"concello@concelloderios.gal/concello@concelloderios.com";"3200979-63";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de Riós";"Concello de Riós";"Público";"Aberta";"Rexistrada e integrada"
"Ourense";"Biblioteca Pública";"Biblioteca Pública Municipal da Rúa";"Urbanización Losada, 15";"Rúa, A";"Rúa, A";"32350";"988312140";"";"42.3937852,-7.111406";"";"";"bibliorua@hotmail.com/arua.rbgalicia@eidolocal.es";"3200353-72";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello da Rúa";"Concello da Rúa";"Público";"Aberta";"Rexistrada e integrada"
"Ourense";"Axencia de Lectura";"Axencia de Lectura Municipal de San Cibrao das Viñas";"Praza da Constitución, 1";"San Cibrao das Viñas";"San Cibrao das Viñas";"32911";"988382809";"988381101";"42.2987,-7.87412";"";"";"biblioteca@sancibrao.es/sancibrao.rbgalicia@eidolocal.es";"3200911-219";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de San Cibrao das Viñas";"Concello de San Cibrao das Viñas";"Público";"Aberta";"Rexistrada e integrada"
"Ourense";"Axencia de Lectura";"Biblioteca Pública Municipal de San Cristovo de Cea";"Edificio Multiusos  - Rúa San Lorenzo, 68";"San Cristovo de Cea";"San Cristovo de Cea";"32130";"988282000/988283523";"988282008";"42.476752,-7.988224";"";"";"bibliotecacea@hotmail.com";"3200372-61";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de San Cristovo de Cea";"Concello de San Cristovo de Cea";"Público";"Aberta";"Rexistrada e integrada"
"Ourense";"Axencia de Lectura";"Axencia de Lectura Municipal de Taboadela";"Praza do Concello, 1";"Taboadela";"Taboadela";"32690";"988439315";"988439312";"42.4116701,-8.2626396";"";"";"taboadela.rbgalicia@eidolocal.es/bibliotecataboadela@gmail.com";"3201002-2017";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de Taboadela";"Concello de Taboadela";"Público";"Aberta";"Rexistrada e integrada"
"Ourense";"Axencia de Lectura";"Axencia de Lectura Municipal da Veiga";"Rúa Nova, 8";"Veiga, A";"Veiga, A";"32360";"988350011";"988350060";"42.250527,-7.025971";"";"";"concello.aveiga@eidolocal.es";"3200681-2020";"";"";"Pública";"Concello da Veiga";"Concello da Veiga";"Público";"Aberta";"Rexistrada e integrada"
"Ourense";"Biblioteca Pública";"Biblioteca Pública Municipal de Verín";"Avenida de Portugal, 11";"Verín";"Verín";"32600";"988413624";"";"41.935,-7.4388";"www.bibliotecadeverin.es";"";"biblioteca@verin.gal/verin.rbgalicia@eidolocal.es";"3201058-74";"https://catalogo-rbgalicia.xunta.gal/";"";"Pública";"Concello de Verín";"Concello de Verín";"Público";"Aberta";"Rexistrada e integrada"
"Ourense";"Biblioteca Pública";"Biblioteca Pública Municipal de Viana do Bolo";"Ferradal, s/n";"Viana do Bolo";"Viana do Bolo";"32550";"988329168";"";"42.179589,-7.111268";"";"";"vianadobolo.rbgalicia@eidolocal.es";"3200412-2022";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de Viana do Bolo";"Concello de Viana do Bolo";"Público";"Aberta";"Rexistrada e integrada"
"Ourense";"Biblioteca Pública";"Biblioteca Pública Municipal de Vilamarín";"Rúa Santiago Apóstol, 3";"Vilamarín";"Vilamarín";"32101";"988286169";"";"42.4645,-7.89281";"";"";"concello.vilamarin@eidolocal.es";"3200530-75";"";"";"Pública";"Concello de Vilamarín";"Concello de Vilamarín";"Público";"Aberta";""
"Ourense";"Axencia de Lectura";"Axencia de Lectura Municipal Abad Ruíz de Padrón";"Rúa Demetrio Macía, 5";"Vilamartín de Valdeorras";"Vilamartín de Valdeorras";"32340";"988300248";"988300268";"42.415094,-7.063105";"www.vilamartindevaldeorras.es";"";"biblioteca.vilamartin@eidolocal.es/bibliotecavilamartin@gmail.com";"NN9416-11688";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de Vilamartín de Valdeorras";"Concello de Vilamartín de Valdeorras";"Público";"Aberta";"Rexistrada e integrada"
"Ourense";"Biblioteca Pública";"Biblioteca Pública Municipal de Vilar de Barrio";"Rúa San Fiz, 13";"Vilar de Barrio";"Vilar de Barrio";"32702";"988468422/674727964";"";"42.160619,-7.610199";"";"";"vilardebarrio.rbgalicia@eidolocal.es";"3200433-76";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de Vilar de Barrio";"Concello de Vilar de Barrio";"Público";"Aberta";"Rexistrada e integrada"
"Ourense";"Biblioteca Pública";"Biblioteca Pública Municipal de Vilar de Santos";"Celanova, 77";"Vilar de Santos";"Vilar de Santos";"32650";"988465883";"988465863";"42.0883,-7.79784";"";"";"alcaldia@vilardesantos.com/pilar.rivera.vilardesantos@eidolocal.es";"3200486-77";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de Vilar de Santos";"Concello de Vilar de Santos";"Público";"Aberta";"Rexistrada e integrada"
"Ourense";"Axencia de Lectura";"Axencia de Lectura Municipal de Vilariño de Conso";"Rúa do Museo, 3";"Vilariño  de Conso";"Vilariño de Conso";"32557";"988340302";"988340269";"42.178245,-7.171638";"";"";"bibliotecavconso@yahoo.es";"3201045-62";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de Vilariño de Conso";"Concello de Vilariño de Conso";"Público";"Aberta";"Rexistrada e integrada"
"Ourense";"Biblioteca Pública";"Biblioteca Pública Municipal Xinzo de Limia - Antelana";"Curros Enríquez, 15";"Xinzo de Limia";"Xinzo de Limia";"32630";"988461442/988550111";"988550112";"42.0634977,-7.724579";"";"";"xinzo.rbgalicia@eidolocal.es";"3200118-78";"https://catalogo-rbgalicia.xunta.gal/";"";"Pública";"Concello de Xinzo de Limia";"Concello de Xinzo de Limia";"Público";"Aberta";"Rexistrada e integrada"
"Ourense";"Biblioteca Pública";"Biblioteca Pública Municipal de Xunqueira de Ambía";"Praza San Rosendo, 1";"Xunqueira de Ambía";"Xunqueira de Ambía";"32670";"988436040";"988436040";"42.2046,-7.73482";"";"";"xunqueiradeambia.rbgalicia@eidolocal.es";"3200139-79";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de Xunqueira de Ambía";"Concello de Xunqueira de Ambía";"Público";"Aberta";"Rexistrada e integrada"
"Pontevedra";"Biblioteca Pública";"Biblioteca Pública Municipal  de Arbo";"Antonia Tovar, 25";"Arbo";"Arbo";"36430";"986665611";"";"42.1119,-8.31152";"";"";"segundogildavila.biblioteca@gmail.com/arbo.rbgalicia@eidolocal.es";"3601274-222";"http://www.opacmeiga.rbgalicia.org/";"";"Pública";"Concello de Arbo";"Concello de Arbo";"Público";"Aberta";"Rexistrada e integrada"
"Pontevedra";"Biblioteca Pública";"Biblioteca Pública Municipal de Baiona";"Manuel Valverde, 6";"Baiona";"Baiona";"36300";"986355943";"";"42.1185,-8.85005";"";"";"biblioteca@baiona.org/baiona.rbgalicia@eidolocal.es";"3600026-125";"https://catalogo-rbgalicia.xunta.gal/";"";"Pública";"Concello de Baiona";"Concello de Baiona";"Público";"Aberta";"Rexistrada e integrada"
